Cod SIRUTA;Numele localitatii;Mediu;Cod judet;Numele localitatii superioare
156179;COSARII;Rural;TM;BRESTOVAT
156605;COSAVA;Rural;TM;CURTEA
157629;COSEVITA;Rural;TM;MARGINA
156482;COSTEIU;Rural;TM;COSTEIU
157638;COSTEIU DE SUS;Rural;TM;MARGINA
158680;COVACI;Rural;TM;SANANDREI
157335;CRAI NOU;Rural;TM;GIULVAZ
158984;CRALOVAT;Rural;TM;TOPOLOVATU MARE
156543;CRICIOVA;Rural;TM;CRICIOVA
157914;CRIVINA;Rural;TM;NADRAG
158154;CRIVINA DE SUS;Rural;TM;PIETROASA
158635;CRIVOBARA;Rural;TM;SECAS
157022;CRUCENI;Rural;TM;FOENI
156598;CURTEA;Rural;TM;CURTEA
155886;CUTINA;Rural;TM;BETHAUSEN
156632;DAROVA;Rural;TM;DAROVA
157807;DEJAN;Rural;TM;MORAVITA
156678;DENTA;Rural;TM;DENTA
155467;DETA;Urban;TM;ORAS DETA
158083;DINIAS;Rural;TM;PECIU NOU
155680;DOBRESTI;Rural;TM;BARA
155617;DOLAT;Rural;TM;BANLOC
158270;DRAGOIESTI;Rural;TM;RACOVITA
158822;DRAGOMIRESTI;Rural;TM;STIUCA
156339;DRAGSINA;Rural;TM;CHEVERESU MARE
156945;DRAGSINESTI;Rural;TM;FARDEA
155993;DRINOVA;Rural;TM;BARNA
157987;DUBESTI;Rural;TM;OHABA LUNGA
157950;DUBOZ;Rural;TM;NITCHIDORF
155788;DUDESTII NOI;Rural;TM;BECICHERECU MIC
156721;DUDESTII VECHI;Rural;TM;DUDESTII VECHI
156776;DUMBRAVA;Rural;TM;DUMBRAVA
155270;DUMBRAVITA;Rural;TM;DUMBRAVITA
155573;FADIMAC;Rural;TM;BALINT
156810;FAGET;Urban;TM;ORAS FAGET
158163;FARASESTI;Rural;TM;PIETROASA
156936;FARDEA;Rural;TM;FARDEA
157399;FERENDIA;Rural;TM;JAMU MARE
157718;FIBIS;Rural;TM;MASLOC
158289;FICATAR;Rural;TM;RACOVITA
157013;FOENI;Rural;TM;FOENI
159357;FOLEA;Rural;TM;VOITEG
156384;GAD;Rural;TM;CIACOVA
157816;GAIU MIC;Rural;TM;MORAVITA
157095;GATAIA;Urban;TM;GATAIA
157040;GAVOJDIA;Rural;TM;GAVOJDIA
159231;GELU;Rural;TM;VARIAS
157406;GHERMAN;Rural;TM;JAMU MARE
156393;GHILAD;Rural;TM;CIACOVA
155298;GHIRODA;Rural;TM;GHIRODA
157200;GHIZELA;Rural;TM;GHIZELA
157255;GIARMATA;Rural;TM;GIARMATA
155305;GIARMATA-VII;Rural;TM;GHIRODA
157282;GIERA;Rural;TM;GIERA
155323;GIROC;Rural;TM;GIROC
157326;GIULVAZ;Rural;TM;GIULVAZ
156954;GLADNA MONTANA;Rural;TM;FARDEA
156963;GLADNA ROMANA;Rural;TM;FARDEA
157558;GOTTLOB;Rural;TM;LOVRIN
157488;GRABAT;Rural;TM;LENAUHEIM
157291;GRANICERII;Rural;TM;GIERA
157647;GROSI;Rural;TM;MARGINA
155831;GRUNI;Rural;TM;BELINT
156972;HAUZESTI;Rural;TM;FARDEA
159277;HERENDESTI;Rural;TM;VICTOR VLAD DELAMARINA
158341;HERNEACOVA;Rural;TM;RECAS
156491;HEZERIS;Rural;TM;COSTEIU
157219;HISIAS;Rural;TM;GHIZELA
158298;HITIAS;Rural;TM;RACOVITA
158555;HODONI;Rural;TM;SATCHINEZ
156188;HODOS;Rural;TM;BRESTOVAT
156641;HODOS;Rural;TM;DAROVA
156614;HOMOJDIA;Rural;TM;CURTEA
159286;HONORICI;Rural;TM;VICTOR VLAD DELAMARINA
158430;IANOVA;Rural;TM;REMETEA MARE
158476;ICLODA;Rural;TM;SACOSU TURCESC
158993;ICTAR-BUDINTI;Rural;TM;TOPOLOVATU MARE
156231;IECEA MARE;Rural;TM;CARPINIS
156240;IECEA MICA;Rural;TM;CARPINIS
157996;IERSNIC;Rural;TM;OHABA LUNGA
158751;IGRIS;Rural;TM;SANPETRU MARE
159160;IOHANISFELD;Rural;TM;UIVAR
157521;IOSIF;Rural;TM;LIEBLING
159008;IOSIFALAU;Rural;TM;TOPOLOVATU MARE
157344;IVANDA;Rural;TM;GIULVAZ
158350;IZVIN;Rural;TM;RECAS
156124;JABAR;Rural;TM;BOLDUR
157371;JAMU MARE;Rural;TM;JAMU MARE
156570;JDIOARA;Rural;TM;CRICIOVA
157433;JEBEL;Rural;TM;JEBEL
157059;JENA;Rural;TM;GAVOJDIA
155500;JIMBOLIA;Urban;TM;ORAS JIMBOLIA
156892;JUPANESTI;Urban;TM;ORAS FAGET
159099;JUPANI;Rural;TM;TRAIAN VUIA
156008;JURESTI;Rural;TM;BARNA
155699;LAPUSNIC;Rural;TM;BARA
157415;LATUNAS;Rural;TM;JAMU MARE
157460;LENAUHEIM;Rural;TM;LENAUHEIM
155895;LEUCUSESTI;Rural;TM;BETHAUSEN
157503;LIEBLING;Rural;TM;LIEBLING
155626;LIVEZILE;Rural;TM;BANLOC
157549;LOVRIN;Rural;TM;LOVRIN
156197;LUCARET;Rural;TM;BRESTOVAT
155369;LUGOJ;Urban;TM;MUNICIPIUL LUGOJ
157068;LUGOJEL;Rural;TM;GAVOJDIA
158939;LUNCANII DE JOS;Rural;TM;TOMESTI
158948;LUNCANII DE SUS;Rural;TM;TOMESTI
156464;LUNGA;Rural;TM;COMLOSU MARE
156400;MACEDONIA;Rural;TM;CIACOVA
155378;MAGURI;Urban;TM;MUNICIPIUL LUGOJ
157139;MANASTIRE;Rural;TM;GATAIA
157745;MANASTIUR;Rural;TM;MANASTIUR
157594;MARGINA;Rural;TM;MARGINA
157692;MASLOC;Rural;TM;MASLOC
156981;MATNICU MIC;Rural;TM;FARDEA
157790;MORAVITA;Rural;TM;MORAVITA
157843;MOSNITA NOUA;Rural;TM;MOSNITA NOUA
157861;MOSNITA VECHE;Rural;TM;MOSNITA NOUA
158225;MURANI;Rural;TM;PISCHIA
158369;NADAS;Rural;TM;RECAS
157905;NADRAG;Rural;TM;NADRAG
157656;NEMESESTI;Rural;TM;MARGINA
158877;NERAU;Rural;TM;TEREMIA MARE
155902;NEVRINCEA;Rural;TM;BETHAUSEN
157932;NITCHIDORF;Rural;TM;NITCHIDORF
156419;OBAD;Rural;TM;CIACOVA
155635;OFSENITA;Rural;TM;BANLOC
157978;OHABA LUNGA;Rural;TM;OHABA LUNGA
158001;OHABA ROMANA;Rural;TM;OHABA LUNGA
156133;OHABA-FORGACI;Rural;TM;BOLDUR
158831;OLOSAG;Rural;TM;STIUCA
155476;OPATITA;Urban;TM;ORAS DETA
158029;ORTISOARA;Rural;TM;ORTISOARA
159179;OTELEC;Rural;TM;UIVAR
158485;OTVESTI;Rural;TM;SACOSU TURCESC
157754;PADURANI;Rural;TM;MANASTIUR
159295;PADURENI;Rural;TM;VICTOR VLAD DELAMARINA
157442;PADURENI;Rural;TM;JEBEL
157228;PANIOVA;Rural;TM;GHIZELA
158797;PARTA;Rural;TM;SAG
155644;PARTOS;Rural;TM;BANLOC
