Cod SIRUTA;Numele localitatii;Mediu;Cod judet;Numele localitatii superioare
87727;SAULESTI;Urban;HD;ORAS SIMERIA
88332;SERECA;Rural;HD;BERIU
90645;SEREL;Rural;HD;PUI
88911;SESURI;Rural;HD;BUCURESCI
88341;SIBISEL;Rural;HD;BERIU
90958;SIBISEL;Rural;HD;RAU DE MORI
87601;SILVASU DE JOS;Urban;HD;ORAS HATEG
87610;SILVASU DE SUS;Urban;HD;ORAS HATEG
87674;SIMERIA;Urban;HD;ORAS SIMERIA
87709;SIMERIA VECHE;Urban;HD;ORAS SIMERIA
87040;SLATINIOARA;Urban;HD;MUNICIPIUL PETROSANI
89222;SOCET;Rural;HD;CERBAL
90100;SOHODOL;Rural;HD;LELESE
91349;SOIMUS;Rural;HD;SOIMUS
91722;SPINI;Rural;HD;TURDAS
89534;STANCESTI;Rural;HD;DOBRA
89543;STANCESTI-OHABA;Rural;HD;DOBRA
88993;STANCULESTI;Rural;HD;BULZESTII DE SUS
88840;STANIJA;Rural;HD;BUCES
87950;STAUINI;Rural;HD;BALSA
89419;STEI;Rural;HD;DENSUS
91508;STEIA;Rural;HD;TOMESTI
90253;STEJAREL;Rural;HD;LUNCOIU DE JOS
91973;STOIENEASA;Rural;HD;VALISOARA
87530;STREI;Urban;HD;ORAS CALAN
87549;STREI-SACEL;Urban;HD;ORAS CALAN
87442;STREISANGEORGIU;Urban;HD;ORAS CALAN
89552;STRETEA;Rural;HD;DOBRA
91312;SUBCETATE;Rural;HD;SANTAMARIA-ORLEA
91438;SULIGHETE;Rural;HD;SOIMUS
90967;SUSENI;Rural;HD;RAU DE MORI
90324;TAMASASA;Rural;HD;MARTINESTI
92293;TAMASESTI;Rural;HD;ZAM
88074;TAMPA;Rural;HD;BACIA
87344;TARATEL;Urban;HD;MUNICIPIUL BRAD
88626;TARNAVA;Rural;HD;BRANISCA
91919;TARNAVA DE CRIS;Rural;HD;VATA DE JOS
88635;TARNAVITA;Rural;HD;BRANISCA
88859;TARNITA;Rural;HD;BUCES
88537;TARSA;Rural;HD;BOSOROD
89133;TATARASTI;Rural;HD;BURJUC
91900;TATARASTII DE CRIS;Rural;HD;VATA DE JOS
87825;TEBEA;Rural;HD;BAIA DE CRIS
87969;TECHEREU;Rural;HD;BALSA
90057;TEIU;Rural;HD;LAPUGIU DE JOS
86945;TELIUCU INFERIOR;Rural;HD;TELIUCU INFERIOR
86972;TELIUCU SUPERIOR;Rural;HD;TELIUCU INFERIOR
89008;TICERA;Rural;HD;BULZESTII DE SUS
87120;TIRICI;Urban;HD;ORAS PETRILA
89142;TISA;Rural;HD;BURJUC
91517;TIULESTI;Rural;HD;TOMESTI
91456;TOMESTI;Rural;HD;TOMESTI
89017;TOMNATEC;Rural;HD;BULZESTII DE SUS
91544;TOPLITA;Rural;HD;TOPLITA
89320;TOPLITA MURESULUI;Rural;HD;CERTEJU DE SUS
91633;TOTESTI;Rural;HD;TOTESTI
88083;TOTIA;Rural;HD;BACIA
88207;TRESTIA;Rural;HD;BAITA
91697;TURDAS;Rural;HD;TURDAS
90333;TURMAS;Rural;HD;MARTINESTI
91786;TUSTEA;Rural;HD;GENERAL BERTHELOT
90869;UIBARESTI;Rural;HD;RIBITA
89785;ULIES;Rural;HD;GURASADA
89231;ULM;Rural;HD;CERBAL
90976;UNCIUC;Rural;HD;RAU DE MORI
90654;URIC;Rural;HD;PUI
87148;URICANI;Urban;HD;ORAS URICANI
87736;UROI;Urban;HD;ORAS SIMERIA
88528;URSICI;Rural;HD;BOSOROD
91321;VADU;Rural;HD;SANTAMARIA-ORLEA
89071;VADU DOBRII;Rural;HD;BUNILA
91045;VAIDEI;Rural;HD;ROMOS
91615;VALARI;Rural;HD;TOPLITA
88751;VALCELE;Rural;HD;BRETEA ROMANA
88760;VALCELELE BUNE;Rural;HD;BRETEA ROMANA
88779;VALCELUTA;Rural;HD;BRETEA ROMANA
92300;VALEA;Rural;HD;ZAM
87399;VALEA ARSULUI;Rural;HD;CRISCIOR
90191;VALEA BABII;Rural;HD;LUNCA CERNII DE JOS
87353;VALEA BRADULUI;Urban;HD;MUNICIPIUL BRAD
90985;VALEA DALJII;Rural;HD;RAU DE MORI
87166;VALEA DE BRAZI;Urban;HD;ORAS URICANI
89945;VALEA LUNGA;Rural;HD;ILIA
88038;VALEA LUPULUI;Rural;HD;BARU
91526;VALEA MARE DE CRIS;Rural;HD;TOMESTI
90529;VALEA NANDRULUI;Rural;HD;PESTISU MIC
92159;VALEA POIENII;Rural;HD;VORTA
87558;VALEA SANGEORGIULUI;Urban;HD;ORAS CALAN
87834;VALENI;Rural;HD;BAIA DE CRIS
89678;VALENI;Urban;HD;ORAS GEOAGIU
90798;VALIOARA;Rural;HD;RACHITOVA
87978;VALISOARA;Rural;HD;BALSA
91946;VALISOARA;Rural;HD;VALISOARA
89339;VARMAGA;Rural;HD;CERTEJU DE SUS
91802;VATA DE JOS;Rural;HD;VATA DE JOS
91928;VATA DE SUS;Rural;HD;VATA DE JOS
91991;VETEL;Rural;HD;VETEL
89794;VICA;Rural;HD;GURASADA
92168;VISCA;Rural;HD;VORTA
87987;VOIA;Rural;HD;BALSA
92104;VORTA;Rural;HD;VORTA
87184;VULCAN;Urban;HD;MUNICIPIUL VULCAN
92186;ZAM;Rural;HD;ZAM
91223;ZAVOI;Rural;HD;SALASU DE SUS
87406;ZDRAPTI;Rural;HD;CRISCIOR
91107;ZEICANI;Rural;HD;SARMIZEGETUSA
84941;ALDEA;Rural;HR;MARTINIS
83213;ALEXANDRITA;Rural;HR;FELICIENI
85145;ALUNIS;Rural;HR;MUGENI
83865;ANDREENI;Rural;HR;AVRAMESTI
84004;ARMASENI;Rural;HR;CIUCSANGEORGIU
84013;ARMASENII NOI;Rural;HR;CIUCSANGEORGIU
83222;ARVATENI;Rural;HR;FELICIENI
84193;ATIA;Rural;HR;CORUND
83794;ATID;Rural;HR;ATID
83856;AVRAMESTI;Rural;HR;AVRAMESTI
84950;BADENI;Rural;HR;MARTINIS
84647;BAILE CHIRUI;Rural;HR;LUETA
83767;BAILE HOMOROD;Urban;HR;ORAS VLAHITA
83437;BAILE TUSNAD;Urban;HR;ORAS BAILE TUSNAD
83473;BALAN;Urban;HR;ORAS BALAN
84022;BANCU;Rural;HR;CIUCSANGEORGIU
84674;BARATCOS;Rural;HR;LUNCA DE JOS
84433;BARZAVA;Rural;HR;FRUMOASA
85369;BECAS;Rural;HR;PRAID
86008;BENTID;Rural;HR;SIMONESTI
85154;BETA;Rural;HR;MUGENI
85163;BETESTI;Rural;HR;MUGENI
83945;BILBOR;Rural;HR;BILBOR
84843;BISERICANI;Rural;HR;LUPENI
85608;BODOGAIA;Rural;HR;SECUIENI
83507;BORSEC;Urban;HR;ORAS BORSEC
84576;BORZONT;Rural;HR;JOSENI
83160;BRADESTI;Rural;HR;BRADESTI
84585;BUCIN;Rural;HR;JOSENI
85378;BUCIN;Rural;HR;PRAID
84852;BULGARENI;Rural;HR;LUPENI
86017;CADACIU MARE;Rural;HR;SIMONESTI
86026;CADACIU MIC;Rural;HR;SIMONESTI
83650;CALIMANEL;Urban;HR;MUNICIPIU TOPLITA
85895;CALNACI;Rural;HR;SUBCETATE
84200;CALONDA;Rural;HR;CORUND
84969;CALUGARENI;Rural;HR;MARTINIS
83972;CAPALNITA;Rural;HR;CAPALNITA
84166;CAPU CORBULUI;Rural;HR;CORBU
83446;CARPITUS;Urban;HR;ORAS BAILE TUSNAD
84111;CARTA;Rural;HR;CARTA
85305;CASINU NOU;Rural;HR;PLAIESII DE JOS
83874;CECHESTI;Rural;HR;AVRAMESTI
86035;CEHETEL;Rural;HR;SIMONESTI
85868;CETATUIA;Rural;HR;SANSIMION
86044;CHEDIA MARE;Rural;HR;SIMONESTI
86053;CHEDIA MICA;Rural;HR;SIMONESTI
85948;CHILENI;Rural;HR;SUSENI
84978;CHINUSU;Rural;HR;MARTINIS
85644;CIARACIO;Rural;HR;SICULENI
83348;CIBA;Urban;HR;MUNICIPIUL MIERCUREA CIUC
85653;CICEU;Rural;HR;SICULENI
84031;CIOBANIS;Rural;HR;CIUCSANGEORGIU
83231;CIRESENI;Rural;HR;FELICIENI
85804;CIUCANI;Rural;HR;SANMARTIN
83990;CIUCSANGEORGIU;Rural;HR;CIUCSANGEORGIU
84095;CIUMANI;Rural;HR;CIUMANI
86062;COBATESTI;Rural;HR;SIMONESTI
84987;COMANESTI;Rural;HR;MARTINIS
84772;COMIAT;Rural;HR;LUNCA DE SUS
84157;CORBU;Rural;HR;CORBU
84184;CORUND;Rural;HR;CORUND
84040;COTORMANI;Rural;HR;CIUCSANGEORGIU
83589;COVACIPETER;Urban;HR;MUNICIPIUL GHEORGHENI
85813;COZMENI;Rural;HR;COZMENI
85261;CRACIUNEL;Rural;HR;OCLAND
83801;CRISENI;Rural;HR;ATID
83534;CRISTURU SECUIESC;Urban;HR;ORAS CRISTURU SECUIESC
83810;CUSMED;Rural;HR;ATID
86240;DAIA;Rural;HR;ULIES
84246;DANESTI;Rural;HR;DANESTI
84399;DARJIU;Rural;HR;DARJIU
84273;DEALU;Rural;HR;DEALU
84488;DEALU ARMANULUI;Rural;HR;GALAUTAS
85172;DEJUTIU;Rural;HR;MUGENI
83393;DELNITA;Rural;HR;PAULENI-CIUC
86384;DESAG;Rural;HR;ZETEA
84353;DITRAU;Rural;HR;DITRAU
85181;DOBENI;Rural;HR;MUGENI
85902;DUDA;Rural;HR;SUBCETATE
84059;EGHERSEC;Rural;HR;CIUCSANGEORGIU
85617;ELISENI;Rural;HR;SECUIENI
84442;FAGETEL;Rural;HR;FRUMOASA
85430;FAGETEL;Rural;HR;REMETEA
84282;FANCEL;Rural;HR;DEALU
84219;FANTANA BRAZILOR;Rural;HR;CORUND
83204;FELICIENI;Rural;HR;FELICIENI
83543;FILIAS;Urban;HR;ORAS CRISTURU SECUIESC
85911;FILPEA;Rural;HR;SUBCETATE
83892;FIRTANUS;Rural;HR;AVRAMESTI
84861;FIRTUSU;Rural;HR;LUPENI
85706;FITOD;Rural;HR;SANCRAIENI
83240;FORTENI;Rural;HR;FELICIENI
84424;FRUMOASA;Rural;HR;FRUMOASA
85546;FUNDOAIA;Rural;HR;SARMAS
84479;GALAUTAS;Rural;HR;GALAUTAS
84497;GALAUTAS-PIRAU;Rural;HR;GALAUTAS
83570;GHEORGHENI;Urban;HR;MUNICIPIUL GHEORGHENI
84610;GHIDUT;Rural;HR;LAZAREA
84996;GHIPES;Rural;HR;MARTINIS
84068;GHIURCHE;Rural;HR;CIUCSANGEORGIU
83883;GOAGIU;Rural;HR;AVRAMESTI
86151;HAGOTA;Rural;HR;TULGHES
83357;HARGHITA-BAI;Urban;HR;MUNICIPIUL MIERCUREA CIUC
85555;HODOSA;Rural;HR;SARMAS
83259;HOGHIA;Rural;HR;FELICIENI
85715;HOSASAU;Rural;HR;SANCRAIENI
85314;IACOBENI;Rural;HR;PLAIESII DE JOS
86259;IASU;Rural;HR;ULIES
86268;IGHIU;Rural;HR;ULIES
85323;IMPER;Rural;HR;PLAIESII DE JOS
84120;INEU;Rural;HR;CARTA
83829;INLACENI;Rural;HR;ATID
86393;IZVOARE;Rural;HR;ZETEA
86357;IZVORU MURESULUI;Rural;HR;VOSLABENI
84781;IZVORUL TROTUSULUI;Rural;HR;LUNCA DE SUS
83366;JIGODIN-BAI;Urban;HR;MUNICIPIUL MIERCUREA CIUC
84362;JOLOTCA;Rural;HR;DITRAU
84567;JOSENI;Rural;HR;JOSENI
83598;LACU ROSU;Urban;HR;MUNICIPIUL GHEORGHENI
83909;LAZ-FIRTANUS;Rural;HR;AVRAMESTI
83918;LAZ-SOIMUS;Rural;HR;AVRAMESTI
84601;LAZAREA;Rural;HR;LAZAREA
85822;LAZARESTI;Rural;HR;COZMENI
85724;LELICENI;Rural;HR;SANCRAIENI
85957;LIBAN;Rural;HR;SUSENI
85092;LIVEZI;Rural;HR;MIHAILENI
85001;LOCODENI;Rural;HR;MARTINIS
84638;LUETA;Rural;HR;LUETA
84665;LUNCA DE JOS;Rural;HR;LUNCA DE JOS
84763;LUNCA DE SUS;Rural;HR;LUNCA DE SUS
83669;LUNCANI;Urban;HR;MUNICIPIU TOPLITA
84834;LUPENI;Rural;HR;LUPENI
85190;LUTITA;Rural;HR;MUGENI
84255;MADARAS;Rural;HR;MADARAS
83678;MAGHERUS;Urban;HR;MUNICIPIU TOPLITA
84932;MARTINIS;Rural;HR;MARTINIS
85449;MARTONCA;Rural;HR;REMETEA
85207;MATISENI;Rural;HR;MUGENI
86071;MEDISORU MARE;Rural;HR;SIMONESTI
83927;MEDISORU MIC;Rural;HR;AVRAMESTI
85065;MERESTI;Rural;HR;MERESTI
83339;MIERCUREA CIUC;Urban;HR;MUNICIPIUL MIERCUREA CIUC
85083;MIHAILENI;Rural;HR;MIHAILENI
86080;MIHAILENI;Rural;HR;SIMONESTI
83776;MINELE LUETA;Urban;HR;ORAS VLAHITA
85733;MISENTEA;Rural;HR;SANCRAIENI
83687;MOGLANESTI;Urban;HR;MUNICIPIU TOPLITA
84870;MORARENI;Rural;HR;LUPENI
85136;MUGENI;Rural;HR;MUGENI
84406;MUJNA;Rural;HR;DARJIU
85109;NADEJDEA;Rural;HR;MIHAILENI
86099;NICOLENI;Rural;HR;SIMONESTI
84451;NICOLESTI;Rural;HR;FRUMOASA
86277;NICOLESTI;Rural;HR;ULIES
84503;NUTENI;Rural;HR;GALAUTAS
86286;OBRANESTI;Rural;HR;ULIES
85252;OCLAND;Rural;HR;OCLAND
85387;OCNA DE JOS;Rural;HR;PRAID
85396;OCNA DE SUS;Rural;HR;PRAID
83142;ODORHEIU SECUIESC;Urban;HR;MUNICIPIUL ODORHEIU SECUIESC
85010;ORASENI;Rural;HR;MARTINIS
83268;OTENI;Rural;HR;FELICIENI
84889;PALTINIS;Rural;HR;LUPENI
84790;PALTINIS-CIUC;Rural;HR;LUNCA DE SUS
84898;PAULENI;Rural;HR;LUPENI
83384;PAULENI-CIUC;Rural;HR;PAULENI-CIUC
86295;PETECU;Rural;HR;ULIES
85029;PETRENI;Rural;HR;MARTINIS
86160;PINTIC;Rural;HR;TULGHES
85298;PLAIESII DE JOS;Rural;HR;PLAIESII DE JOS
85332;PLAIESII DE SUS;Rural;HR;PLAIESII DE JOS
85564;PLATONESTI;Rural;HR;SARMAS
84512;PLOPIS;Rural;HR;GALAUTAS
84683;POIANA FAGULUI;Rural;HR;LUNCA DE JOS
86400;POIANA TARNAVEI;Rural;HR;ZETEA
83277;POLONITA;Rural;HR;FELICIENI
85216;PORUMBENII MARI;Rural;HR;MUGENI
85225;PORUMBENII MICI;Rural;HR;MUGENI
84077;POTIOND;Rural;HR;CIUCSANGEORGIU
85350;PRAID;Rural;HR;PRAID
84521;PRELUCA;Rural;HR;GALAUTAS
84692;PUNTEA LUPULUI;Rural;HR;LUNCA DE JOS
83954;RACHITIS;Rural;HR;BILBOR
85662;RACU;Rural;HR;SICULENI
85038;RARES;Rural;HR;MARTINIS
86179;RECEA;Rural;HR;TULGHES
85421;REMETEA;Rural;HR;REMETEA
86106;RUGANESTI;Rural;HR;SIMONESTI
85573;RUNC;Rural;HR;SARMAS
85476;SACEL;Rural;HR;SACEL
84914;SANCEL;Rural;HR;LUPENI
84291;SANCRAI;Rural;HR;DEALU
85699;SANCRAIENI;Rural;HR;SANCRAIENI
85779;SANDOMINIC;Rural;HR;SANDOMINIC
85797;SANMARTIN;Rural;HR;SANMARTIN
85047;SANPAUL;Rural;HR;MARTINIS
85859;SANSIMION;Rural;HR;SANSIMION
85742;SANTIMBRU;Rural;HR;SANCRAIENI
85751;SANTIMBRU-BAI;Rural;HR;SANCRAIENI
85537;SARMAS;Rural;HR;SARMAS
85403;SASVERES;Rural;HR;PRAID
83188;SATU MARE;Rural;HR;BRADESTI
84905;SATU MIC;Rural;HR;LUPENI
85270;SATU NOU;Rural;HR;OCLAND
85671;SATU NOU;Rural;HR;SICULENI
83696;SECU;Urban;HR;MUNICIPIU TOPLITA
85591;SECUIENI;Rural;HR;SECUIENI
85966;SENETEA;Rural;HR;SUSENI
86419;SICASAU;Rural;HR;ZETEA
83838;SICLOD;Rural;HR;ATID
85635;SICULENI;Rural;HR;SICULENI
85993;SIMONESTI;Rural;HR;SIMONESTI
85458;SINEU;Rural;HR;REMETEA
83400;SOIMENI;Rural;HR;PAULENI-CIUC
85485;SOIMUSU MARE;Rural;HR;SACEL
85494;SOIMUSU MIC;Rural;HR;SACEL
86428;SUB CETATE;Rural;HR;ZETEA
85886;SUBCETATE;Rural;HR;SUBCETATE
85939;SUSENI;Rural;HR;SUSENI
85234;TAIETURA;Rural;HR;MUGENI
84308;TAMASU;Rural;HR;DEALU
86115;TARCESTI;Rural;HR;SIMONESTI
83179;TARNOVITA;Rural;HR;BRADESTI
83286;TAURENI;Rural;HR;FELICIENI
83295;TELEAC;Rural;HR;FELICIENI
84371;TENGHELER;Rural;HR;DITRAU
84317;TIBOD;Rural;HR;DEALU
84530;TOLESENI;Rural;HR;GALAUTAS
84139;TOMESTI;Rural;HR;TOMESTI
83641;TOPLITA;Urban;HR;MUNICIPIU TOPLITA
86142;TULGHES;Rural;HR;TULGHES
86124;TURDENI;Rural;HR;SIMONESTI
86197;TUSNAD;Rural;HR;TUSNAD
86204;TUSNADU NOU;Rural;HR;TUSNAD
85500;UILAC;Rural;HR;SACEL
84326;ULCANI;Rural;HR;DEALU
86231;ULIES;Rural;HR;ULIES
85118;VACARESTI;Rural;HR;MIHAILENI
83712;VAGANI;Urban;HR;MUNICIPIU TOPLITA
83703;VALE;Urban;HR;MUNICIPIU TOPLITA
84718;VALEA BOROS;Rural;HR;LUNCA DE JOS
84727;VALEA CAPELEI;Rural;HR;LUNCA DE JOS
84807;VALEA GARBEA;Rural;HR;LUNCA DE SUS
84736;VALEA INTUNECOASA;Rural;HR;LUNCA DE JOS
84709;VALEA LUI ANTALOC;Rural;HR;LUNCA DE JOS
84228;VALEA LUI PAVEL;Rural;HR;CORUND
84745;VALEA RECE;Rural;HR;LUNCA DE JOS
84335;VALEA ROTUNDA;Rural;HR;DEALU
85975;VALEA STRAMBA;Rural;HR;SUSENI
84816;VALEA UGRA;Rural;HR;LUNCA DE SUS
85831;VALEA UZULUI;Rural;HR;SANMARTIN
83302;VALENI;Rural;HR;FELICIENI
83605;VARGATAC;Urban;HR;MUNICIPIUL GHEORGHENI
86320;VARSAG;Rural;HR;VARSAG
86302;VASILENI;Rural;HR;ULIES
85519;VIDACUT;Rural;HR;SACEL
83614;VISAFOLIO;Urban;HR;MUNICIPIUL GHEORGHENI
83758;VLAHITA;Urban;HR;ORAS VLAHITA
86348;VOSLABENI;Rural;HR;VOSLABENI
86213;VRABIA;Rural;HR;TUSNAD
84549;ZAPODEA;Rural;HR;GALAUTAS
83721;ZENCANI;Urban;HR;MUNICIPIU TOPLITA
86375;ZETEA;Rural;HR;ZETEA
102552;39052;Rural;IF;39052
100843;AFUMATI;Rural;IF;AFUMATI
179427;ALUNISU;Rural;IF;MAGURELE
101760;BALACEANCA;Rural;IF;CERNICA
100978;BALOTESTI;Rural;IF;BALOTESTI
104449;BALTA NEAGRA;Rural;IF;NUCI
104564;BALTENI;Rural;IF;PERIS
101154;BERCENI;Rural;IF;BERCENI
179230;BRAGADIRU;Rural;IF;BRAGADIRU
101305;BRANESTI;Rural;IF;BRANESTI
100594;BUCIUMENI;Urban;IF;ORAS BUFTEA
102231;BUDA;Rural;IF;CORNETU
100585;BUFTEA;Urban;IF;ORAS BUFTEA
104573;BURIAS;Rural;IF;PERIS
104261;CACIULATI;Rural;IF;MOARA VLASIEI
101779;CALDARARU;Rural;IF;CERNICA
179365;CATELU;Rural;IF;GLINA
101751;CERNICA;Rural;IF;CERNICA
179258;CHIAJNA;Rural;IF;CHIAJNA
179294;CHITILA;Rural;IF;CHITILA
105188;CIOFLINCENI;Rural;IF;SNAGOV
101911;CIOLPANI;Rural;IF;CIOLPANI
101966;CIOROGARLA;Rural;IF;CIOROGARLA
102044;CLINCENI;Rural;IF;CLINCENI
102561;COPACENI;Rural;IF;39052
102179;CORBEANCA;Rural;IF;CORBEANCA
102222;CORNETU;Rural;IF;CORNETU
103158;COZIENI;Rural;IF;GANEASA
102491;CREATA;Rural;IF;DASCALU
105954;CRETESTI;Rural;IF;VIDRA
105437;CRETULEASCA;Rural;IF;STEFANESTII DE JOS
102534;DARASTI-ILFOV;Rural;IF;DARASTI-ILFOV
101975;DARVARI;Rural;IF;CIOROGARLA
102482;DASCALU;Rural;IF;DASCALU
105598;DIMIENI;Rural;IF;TUNARI
179329;DOBROESTI;Rural;IF;DOBROIESTI
102589;DOMNESTI;Rural;IF;DOMNESTI
102623;DRAGOMIRESTI-DEAL;Rural;IF;DRAGOMIRESTI-VALE
102614;DRAGOMIRESTI-VALE;Rural;IF;DRAGOMIRESTI-VALE
179267;DUDU;Rural;IF;CHIAJNA
100987;DUMBRAVENI;Rural;IF;BALOTESTI
179436;DUMITRANA;Rural;IF;MAGURELE
179338;FUNDENI;Rural;IF;DOBROIESTI
102507;GAGU;Rural;IF;DASCALU
103149;GANEASA;Rural;IF;GANEASA
105197;GHERMANESTI;Rural;IF;SNAGOV
179356;GLINA;Rural;IF;GLINA
103452;GRADISTEA;Rural;IF;GRADISTEA
103522;GRUIU;Rural;IF;GRUIU
101314;ISLAZ;Rural;IF;BRANESTI
101920;IZVORANI;Rural;IF;CIOLPANI
179392;JILAVA;Rural;IF;JILAVA
103531;LIPIA;Rural;IF;GRUIU
101939;LUPARIA;Rural;IF;CIOLPANI
179418;MAGURELE;Rural;IF;MAGURELE
104608;MAINEASCA;Rural;IF;PETRACHIOAIA
179374;MANOLACHE;Rural;IF;GLINA
104458;MERII PETCHII;Rural;IF;NUCI
104467;MICSUNESTII MARI;Rural;IF;NUCI
104476;MICSUNESTII-MOARA;Rural;IF;NUCI
103167;MOARA DOMNEASCA;Rural;IF;GANEASA
104252;MOARA VLASIEI;Rural;IF;MOARA VLASIEI
179472;MOGOSOAIA;Rural;IF;MOGOSOAIA
104430;NUCI;Rural;IF;NUCI
179506;ODAILE;Urban;IF;ORAS OTOPENI
102053;OLTENI;Rural;IF;CLINCENI
102062;ORDOREANU;Rural;IF;CLINCENI
102188;OSTRATU;Rural;IF;CORBEANCA
179490;OTOPENI;Urban;IF;ORAS OTOPENI
179524;PANTELIMON;Rural;IF;PANTELIMON
101323;PASAREA;Rural;IF;BRANESTI
104555;PERIS;Rural;IF;PERIS
104591;PETRACHIOAIA;Rural;IF;PETRACHIOAIA
102197;PETRESTI;Rural;IF;CORBEANCA
101948;PISCU;Rural;IF;CIOLPANI
103176;PITEASCA;Rural;IF;GANEASA
179542;POPESTI LEORDENI;Urban;IF;POPESTI LEORDENI
101788;POSTA;Rural;IF;CERNICA
179445;PRUNI;Rural;IF;MAGURELE
179276;ROSU;Rural;IF;CHIAJNA
179301;RUDENI;Rural;IF;CHITILA
102516;RUNCU;Rural;IF;DASCALU
100996;SAFTICA;Rural;IF;BALOTESTI
103540;SANTU FLORESTI;Rural;IF;GRUIU
103559;SILISTEA SNAGOVULUI;Rural;IF;GRUIU
103185;SINDRILITA;Rural;IF;GANEASA
105963;SINTESTI;Rural;IF;VIDRA
103461;SITARU;Rural;IF;GRADISTEA
105179;SNAGOV;Rural;IF;SNAGOV
105428;STEFANESTII DE JOS;Rural;IF;STEFANESTII DE JOS
105446;STEFANESTII DE SUS;Rural;IF;STEFANESTII DE JOS
104617;SURLARI;Rural;IF;PETRACHIOAIA
102204;TAMASI;Rural;IF;CORBEANCA
105204;TANCABESTI;Rural;IF;SNAGOV
101797;TANGANU;Rural;IF;CERNICA
102598;TEGHES;Rural;IF;DOMNESTI
105589;TUNARI;Rural;IF;TUNARI
101332;VADU ANEI;Rural;IF;BRANESTI
104626;VANATORI;Rural;IF;PETRACHIOAIA
179454;VARTEJU;Rural;IF;MAGURELE
105945;VIDRA;Rural;IF;VIDRA
105213;VLADICEASCA;Rural;IF;SNAGOV
179560;VOLUNTARI;Urban;IF;VOLUNTARI
102632;ZURBAUA;Rural;IF;DRAGOMIRESTI-VALE
100763;ADANCATA;Rural;IL;ADANCATA
92792;ALBESTI;Rural;IL;ALBESTI
100861;ALEXENI;Rural;IL;ALEXENI
92845;AMARA;Urban;IL;AMARA
92854;AMARA NOUA;Rural;IL;AMARA
92881;ANDRASESTI;Rural;IL;ANDRASESTI
100889;ARMASESTI;Rural;IL;ARMASESTI
100932;AXINTELE;Rural;IL;AXINTELE
92916;BALACIU;Rural;IL;BALACIU
100941;BARBATESCU;Rural;IL;AXINTELE
100898;BARBULESTI;Rural;IL;ARMASESTI
101065;BARCANESTI;Rural;IL;BARCANESTI
92809;BATALURI;Rural;IL;ALBESTI
104298;BITINA-PAMANTENI;Rural;IL;MOVILITA
104305;BITINA-UNGURENI;Rural;IL;MOVILITA
92676;BORA;Urban;IL;MUNICIPIUL SLOBOZIA
102268;BORANESTI;Rural;IL;COSERENI
92998;BORDUSANI;Rural;IL;BORDUSANI
93129;BORDUSELU;Rural;IL;CIOCHINA
105044;BOTENI;Rural;IL;SINESTI
101252;BRAZII;Rural;IL;BRAZII
103880;BROSTENI;Rural;IL;ION ROATA
94704;BUCSA;Rural;IL;VALEA CIORII
93030;BUCU;Rural;IL;BUCU
92818;BUESTI;Rural;IL;ALBESTI
92729;BULIGA;Urban;IL;MUNICIPIUL FETESTI
94474;BUTOIU;Rural;IL;SFANTU GHEORGHE
105053;CATRUNESTI;Rural;IL;SINESTI
93076;CAZANESTI;Urban;IL;CAZANESTI
93003;CEGANI;Rural;IL;BORDUSANI
102669;CHIROIU-PAMANTENI;Rural;IL;DRAGOESTI
102678;CHIROIU-SATU NOU;Rural;IL;DRAGOESTI
102687;CHIROIU-UNGURENI;Rural;IL;DRAGOESTI
100718;CIOCARLIA;Rural;IL;CIOCARLIA
93110;CIOCHINA;Rural;IL;CIOCHINA
93165;CIULNITA;Rural;IL;CIULNITA
93218;COCORA;Rural;IL;COCORA
93227;COLELIA;Rural;IL;COCORA
101074;CONDEESTI;Rural;IL;BARCANESTI
92925;COPUZU;Rural;IL;BALACIU
93245;COSAMBESTI;Rural;IL;COSAMBESTI
102259;COSERENI;Rural;IL;COSERENI
100727;COTORCA;Rural;IL;CIOCARLIA
92934;CRASANII DE JOS;Rural;IL;BALACIU
92943;CRASANII DE SUS;Rural;IL;BALACIU
94287;CRUNTI;Rural;IL;REVIGA
102650;DRAGOESTI;Rural;IL;DRAGOESTI
102712;DRIDU;Rural;IL;DRIDU
102721;DRIDU-SNAGOV;Rural;IL;DRIDU
94713;DUMITRESTI;Rural;IL;VALEA CIORII
93584;FACAENI;Rural;IL;FACAENI
92710;FETESTI;Urban;IL;MUNICIPIUL FETESTI
92738;FETESTI-GARA;Urban;IL;MUNICIPIUL FETESTI
102758;FIERBINTI-TARG;Urban;IL;FIERBINTI-TARG
102767;FIERBINTII DE JOS;Rural;IL;FIERBINTI-TARG
102776;FIERBINTII DE SUS;Rural;IL;FIERBINTI-TARG
94394;FRATILESTI;Rural;IL;SAVENI
94189;FUNDATA;Rural;IL;PERIETI
103292;GARBOVI;Rural;IL;GARBOVI
93619;GHEORGHE DOJA;Rural;IL;GHEORGHE DOJA
93637;GHEORGHE LAZAR;Rural;IL;GHEORGHE LAZAR
93254;GIMBASANI;Rural;IL;COSAMBESTI
93655;GIURGENI;Rural;IL;GIURGENI
102785;GRECII DE JOS;Rural;IL;FIERBINTI-TARG
105810;GRINDASI;Rural;IL;VALEA MACRISULUI
93726;GRINDU;Rural;IL;GRINDU
93744;GRIVITA;Rural;IL;GRIVITA
94018;GURA IALOMITEI;Rural;IL;MIHAIL KOGALNICEANU
